,Field_ID,aspect,average_temperature,band_1_mean_2007,band_1_mean_2008,band_1_mean_2009,band_1_mean_2010,band_1_mean_2011,band_1_mean_2012,band_1_mean_2013,band_2_mean_2007,band_2_mean_2008,band_2_mean_2009,band_2_mean_2010,band_2_mean_2011,band_2_mean_2012,band_2_mean_2013,band_3_mean_2007,band_3_mean_2008,band_3_mean_2009,band_3_mean_2010,band_3_mean_2011,band_3_mean_2012,band_3_mean_2013,band_4_mean_2007,band_4_mean_2008,band_4_mean_2009,band_4_mean_2010,band_4_mean_2011,band_4_mean_2012,band_4_mean_2013,band_5_mean_2007,band_5_mean_2008,band_5_mean_2009,band_5_mean_2010,band_5_mean_2011,band_5_mean_2012,band_5_mean_2013,band_7_mean_2007,band_7_mean_2008,band_7_mean_2009,band_7_mean_2010,band_7_mean_2011,band_7_mean_2012,band_7_mean_2013,crops_max_year,elevation,margins,maxCRSI_year,max_CRSI,salinity,slope,total_precipitation,ucr_precipitation,ucr_temperature
10,1.0,150,285.080469767,932.1875,1181.52631579,1023.4,1021.23529412,724.529411765,863.857142857,1009.15789474,1149.4375,1479.94736842,1340.86666667,1255.0,985.647058824,1100.35714286,1325.21052632,1438.4375,1846.94736842,1682.06666667,1483.76470588,1259.88235294,1329.07142857,1673.36842105,2105.625,2881.68421053,2601.8,2458.47058824,2161.88235294,2213.07142857,2628.84210526,3789.5625,4108.94736842,3977.66666667,3190.58823529,3071.88235294,3475.78571429,3772.68421053,2951.0625,3151.31578947,3074.86666667,2198.58823529,2078.17647059,2739.78571429,2854.26315789,0.0,66,1.0,2011.0,0.764557414752,1.313,0,119.0,175.963,289.7135
11,1.0,110,285.080469767,926.0625,1170.05263158,1023.46666667,1036.29411765,727.235294118,820.357142857,972.368421053,1142.5,1484.21052632,1338.0,1292.70588235,982.058823529,1054.5,1292.21052632,1416.8125,1878.05263158,1685.26666667,1517.35294118,1275.17647059,1277.14285714,1648.26315789,2058.5625,2890.89473684,2578.6,2484.0,2202.58823529,2127.57142857,2547.73684211,3817.9375,4100.05263158,3952.06666667,3173.64705882,3046.17647059,3375.28571429,3689.68421053,2969.75,3073.10526316,3027.93333333,2158.41176471,2007.52941176,2596.5,2782.47368421,0.0,65,1.0,2011.0,0.771066011434,4.255,2,119.0,175.963,289.7135
12,1.0,91,285.080469767,914.3125,1156.26315789,1034.6,1076.0,747.117647059,846.133333333,978.157894737,1112.875,1473.0,1346.93333333,1315.76470588,1033.17647059,1079.66666667,1280.31578947,1391.9375,1865.78947368,1700.93333333,1554.88235294,1322.64705882,1313.86666667,1629.73684211,2002.25,2887.89473684,2569.13333333,2507.58823529,2308.23529412,2144.33333333,2542.31578947,3810.1875,4051.78947368,3970.33333333,3231.41176471,3146.52941176,3504.86666667,3810.0,2975.125,3055.73684211,3050.06666667,2228.23529412,2059.94117647,2720.46666667,2892.36842105,0.0,63,1.0,2011.0,0.772254967317,5.977,3,119.0,175.963,289.7135
13,1.0,275,285.080469767,899.1875,1135.15789474,1010.73333333,1135.64705882,785.588235294,902.8,967.526315789,1101.5,1430.36842105,1308.73333333,1372.58823529,1062.64705882,1141.26666667,1239.94736842,1350.5,1733.89473684,1598.73333333,1543.17647059,1312.41176471,1338.4,1515.10526316,1904.3125,2579.05263158,2315.8,2436.11764706,2181.0,2128.33333333,2298.42105263,3348.5625,3649.42105263,3489.06666667,2913.35294118,2887.94117647,3172.33333333,3425.42105263,2652.0625,2815.94736842,2787.26666667,2095.0,2010.47058824,2535.73333333,2660.84210526,0.0,63,1.0,2011.0,0.740547156925,5.201,0,119.0,175.963,289.7135
14,1.0,179,285.080469767,1024.875,1197.05263158,1155.6,1182.70588235,763.176470588,1002.61538462,1088.89473684,1249.1875,1500.57894737,1472.53333333,1471.35294118,1051.70588235,1256.92307692,1411.63157895,1513.8125,1833.47368421,1791.86666667,1699.05882353,1332.05882353,1508.46153846,1728.89473684,2164.75,2763.21052632,2626.4,2689.29411765,2336.29411765,2295.38461538,2694.36842105,3815.5,3992.42105263,3961.66666667,3389.17647059,3185.17647059,3756.61538462,3845.78947368,3113.25,3255.89473684,3239.26666667,2467.64705882,2193.35294118,3099.15384615,2990.47368421,0.0,66,1.0,2011.0,0.768074694145,0.01,0,119.0,175.963,289.7135
15,1.0,171,285.080469767,1031.625,1168.36842105,1110.53333333,1153.05882353,733.117647059,937.230769231,1111.47368421,1247.0625,1476.68421053,1425.06666667,1430.23529412,1025.94117647,1193.38461538,1436.31578947,1526.0,1848.73684211,1781.53333333,1655.58823529,1328.47058824,1466.69230769,1780.52631579,2175.625,2903.73684211,2684.93333333,2688.88235294,2384.64705882,2295.15384615,2759.0,3974.25,4139.84210526,4074.6,3405.64705882,3145.05882353,3697.07692308,3979.21052632,3224.3125,3227.21052632,3215.93333333,2414.41176471,2101.88235294,2976.76923077,3127.68421053,0.0,66,0.0,2011.0,0.785024914957,2.612,0,119.0,175.963,289.7135
16,1.0,163,285.080469767,932.3125,1102.57894737,1015.93333333,1139.82352941,740.235294118,881.923076923,1072.31578947,1123.25,1433.15789474,1308.73333333,1371.29411765,1042.0,1147.0,1423.73684211,1382.0625,1818.36842105,1658.6,1580.05882353,1323.23529412,1397.23076923,1763.10526316,2037.875,2866.68421053,2566.86666667,2580.82352941,2430.17647059,2342.38461538,2707.94736842,3662.125,3879.94736842,3807.2,3266.52941176,3096.52941176,3554.30769231,3921.52631579,2880.375,2874.63157895,2905.8,2341.64705882,2027.64705882,2726.38461538,3006.52631579,0.0,66,0.0,2011.0,0.782995470228,4.504,0,119.0,175.963,289.7135
17,1.0,158,285.080469767,925.8125,1115.47368421,1008.6,1123.88235294,759.823529412,942.384615385,1090.84210526,1131.875,1408.89473684,1320.13333333,1366.70588235,1046.58823529,1192.15384615,1422.84210526,1387.8125,1770.63157895,1652.86666667,1569.41176471,1327.76470588,1457.07692308,1753.89473684,2038.25,2861.05263158,2581.0,2581.11764706,2359.17647059,2340.84615385,2703.05263158,3591.25,3786.63157895,3707.2,3212.23529412,3112.82352941,3580.46153846,3866.68421053,2863.6875,2813.05263158,2822.73333333,2344.58823529,2114.70588235,2825.92307692,2990.52631579,0.0,66,0.0,2011.0,0.771404511102,3.519,0,119.0,175.963,289.7135
18,1.0,145,285.080469767,1000.125,1160.47368421,1041.66666667,1152.82352941,812.470588235,1030.61538462,1134.78947368,1232.4375,1473.26315789,1369.13333333,1396.17647059,1085.11764706,1324.07692308,1487.36842105,1508.3125,1830.42105263,1721.53333333,1596.0,1361.29411765,1603.92307692,1834.94736842,2167.8125,2920.68421053,2655.73333333,2590.23529412,2350.17647059,2436.61538462,2811.05263158,3811.4375,3985.84210526,3871.46666667,3307.17647059,3262.88235294,3801.69230769,3952.10526316,3080.375,3044.63157895,2969.26666667,2383.47058824,2298.58823529,3084.69230769,3073.57894737,0.0,66,0.0,2011.0,0.753608930543,1.284,0,119.0,175.963,289.7135
19,1.0,144,285.080469767,1006.1875,1202.73684211,1048.93333333,1150.35294118,832.529411765,1060.07692308,1139.47368421,1230.0625,1497.26315789,1372.0,1399.41176471,1087.05882353,1381.15384615,1524.26315789,1520.0625,1854.94736842,1728.8,1615.0,1362.23529412,1671.46153846,1891.10526316,2167.5625,2877.68421053,2622.06666667,2561.94117647,2305.29411765,2510.53846154,2872.68421053,3886.0625,4065.73684211,3938.4,3371.76470588,3325.23529412,3925.46153846,4027.78947368,3125.3125,3178.52631579,3049.2,2431.76470588,2392.11764706,3196.69230769,3168.84210526,0.0,66,0.0,2011.0,0.743350388162,0.266,0,119.0,175.963,289.7135
20,1.0,146,285.080469767,975.3125,1192.57894737,1054.46666667,1118.70588235,782.352941176,1065.57142857,1130.36842105,1204.75,1493.10526316,1364.53333333,1351.64705882,1045.29411765,1369.14285714,1491.84210526,1484.0,1855.94736842,1713.93333333,1585.82352941,1318.17647059,1667.28571429,1866.10526316,2129.5,2837.10526316,2604.93333333,2503.82352941,2231.64705882,2501.57142857,2852.57894737,3878.75,4121.10526316,3960.0,3326.88235294,3246.05882353,3952.07142857,4039.42105263,3094.5625,3235.78947368,3113.6,2334.35294118,2297.52941176,3250.42857143,3157.10526316,0.0,66,0.0,2011.0,0.751629757981,0.135,0,119.0,175.963,289.7135
21,1.0,145,285.080469767,969.6875,1206.84210526,1056.26666667,1111.70588235,790.294117647,1039.07142857,1129.42105263,1200.6875,1501.47368421,1372.4,1345.88235294,1027.0,1362.07142857,1505.52631579,1472.625,1858.47368421,1735.06666667,1566.58823529,1291.41176471,1645.71428571,1862.10526316,2102.625,2852.05263158,2605.13333333,2498.29411765,2219.47058824,2459.21428571,2866.10526316,3881.4375,4143.78947368,3997.0,3295.0,3216.70588235,3932.14285714,4055.84210526,3086.8125,3262.73684211,3127.26666667,2306.05882353,2255.52941176,3237.57142857,3189.10526316,0.0,66,0.0,2011.0,0.747423345771,0.058,0,119.0,175.963,289.7135
22,1.0,145,285.080469767,972.5,1209.73684211,1067.13333333,1089.88235294,766.705882353,998.857142857,1110.84210526,1194.375,1520.47368421,1373.73333333,1329.0,1024.88235294,1273.85714286,1465.89473684,1469.8125,1875.15789474,1744.33333333,1543.05882353,1279.58823529,1547.92857143,1823.21052632,2101.75,2842.52631579,2606.93333333,2478.17647059,2208.47058824,2396.0,2807.31578947,3868.125,4149.94736842,4002.26666667,3259.64705882,3187.52941176,3835.14285714,4035.36842105,3090.75,3261.10526316,3145.4,2328.52941176,2219.82352941,3128.78571429,3139.36842105,0.0,66,0.0,2011.0,0.751578239975,0.133,0,119.0,175.963,289.7135
23,1.0,146,285.080469767,956.875,1186.57894737,1038.33333333,1054.88235294,732.647058824,887.214285714,1032.57894737,1170.0,1474.78947368,1361.53333333,1293.70588235,988.882352941,1124.0,1365.15789474,1452.5625,1852.36842105,1717.06666667,1501.70588235,1246.52941176,1382.21428571,1713.42105263,2093.5,2852.42105263,2599.2,2468.23529412,2156.88235294,2231.14285714,2674.89473684,3855.0,4144.52631579,4023.2,3234.05882353,3102.58823529,3577.0,3899.63157895,3054.5,3236.21052632,3176.8,2268.17647059,2116.0,2867.85714286,3008.94736842,0.0,66,0.0,2011.0,0.758591196907,0.571,0,119.0,175.963,289.7135
24,1.0,138,285.080469767,929.3125,1169.89473684,1038.93333333,1020.70588235,721.117647059,839.571428571,1010.84210526,1139.0,1464.42105263,1338.73333333,1255.17647059,984.411764706,1051.85714286,1342.94736842,1417.8125,1831.63157895,1688.4,1498.17647059,1254.94117647,1285.14285714,1686.94736842,2071.875,2857.47368421,2596.06666667,2475.76470588,2185.88235294,2110.14285714,2614.78947368,3833.0625,4152.63157895,4010.8,3197.47058824,3052.58823529,3455.28571429,3836.89473684,2997.25,3185.21052632,3132.46666667,2215.35294118,2039.23529412,2747.0,2959.42105263,0.0,65,0.0,2011.0,0.767358091604,2.126,0,119.0,175.963,289.7135
25,1.0,106,285.080469767,905.8125,1162.47368421,1025.33333333,1038.41176471,740.764705882,830.133333333,996.526315789,1109.3125,1460.89473684,1336.66666667,1289.70588235,1020.11764706,1054.0,1311.26315789,1390.875,1835.52631579,1685.06666667,1526.76470588,1328.58823529,1277.13333333,1657.15789474,2022.25,2845.68421053,2551.33333333,2482.82352941,2283.76470588,2039.8,2551.52631579,3836.9375,4107.31578947,3951.26666667,3197.64705882,3068.88235294,3448.0,3811.42105263,2963.6875,3122.57894737,3072.66666667,2152.88235294,1994.52941176,2667.2,2917.36842105,0.0,65,0.0,2011.0,0.775380732475,5.197,1,119.0,175.963,289.7135
26,1.0,91,285.080469767,894.3125,1162.94736842,1017.0,1062.47058824,759.529411765,863.933333333,992.473684211,1088.3125,1439.21052632,1329.06666667,1302.41176471,1047.52941176,1066.13333333,1278.36842105,1348.8125,1823.63157895,1664.93333333,1539.0,1344.0,1298.4,1615.42105263,1966.875,2796.21052632,2531.0,2511.76470588,2352.82352941,2072.53333333,2511.68421053,3818.125,4091.52631579,3964.0,3209.82352941,3163.88235294,3544.86666667,3856.42105263,2976.25,3075.89473684,3059.13333333,2187.0,2043.41176471,2759.4,2954.73684211,0.0,63,0.0,2011.0,0.773269724368,6.664,2,119.0,175.963,289.7135
27,1.0,271,285.080469767,857.1875,1111.0,985.866666667,1079.47058824,754.235294118,887.066666667,938.736842105,1070.9375,1369.52631579,1260.13333333,1313.58823529,1028.76470588,1119.2,1183.94736842,1296.375,1653.15789474,1528.66666667,1494.76470588,1261.23529412,1290.13333333,1455.84210526,1831.5625,2438.73684211,2222.93333333,2420.58823529,2140.47058824,2068.8,2190.73684211,3205.1875,3499.21052632,3396.33333333,2771.94117647,2801.70588235,3058.13333333,3332.42105263,2515.4375,2749.68421053,2737.73333333,1986.70588235,1933.0,2454.0,2566.26315789,0.0,63,1.0,2011.0,0.743971876434,5.151,0,119.0,175.963,289.7135
28,1.0,179,285.080469767,1106.875,1335.89473684,1269.86666667,1256.05882353,808.705882353,1027.23076923,1120.42105263,1345.3125,1676.10526316,1614.93333333,1561.0,1101.76470588,1305.23076923,1453.47368421,1610.0,1999.15789474,1952.66666667,1803.58823529,1406.29411765,1571.61538462,1801.31578947,2248.4375,2913.78947368,2823.4,2788.0,2435.70588235,2354.69230769,2727.94736842,3812.8125,4209.26315789,4179.6,3528.52941176,3282.17647059,3782.0,3866.94736842,3203.75,3572.21052632,3455.53333333,2628.58823529,2325.29411765,3129.46153846,3033.26315789,0.0,66,1.0,2011.0,0.766255100299,0.601,0,119.0,175.963,289.7135
29,1.0,176,285.080469767,1117.9375,1243.26315789,1121.33333333,1165.47058824,773.176470588,933.846153846,1095.10526316,1377.1875,1554.68421053,1456.66666667,1430.05882353,1064.88235294,1208.07692308,1446.21052632,1656.375,1905.63157895,1807.06666667,1661.52941176,1395.35294118,1486.38461538,1796.89473684,2309.0,2893.63157895,2738.93333333,2654.88235294,2499.64705882,2341.84615385,2763.47368421,3952.3125,4132.21052632,4026.53333333,3404.0,3172.35294118,3714.46153846,3968.57894737,3273.3125,3292.36842105,3154.6,2478.29411765,2087.47058824,2910.07692308,3051.73684211,0.0,66,0.0,2011.0,0.786160240447,1.641,0,119.0,175.963,289.7135
30,1.0,165,285.080469767,983.25,1152.47368421,1049.8,1143.0,779.352941176,888.846153846,1094.26315789,1198.5,1487.31578947,1363.53333333,1388.11764706,1086.88235294,1172.53846154,1460.31578947,1466.9375,1877.57894737,1711.6,1589.64705882,1390.88235294,1447.23076923,1819.15789474,2086.0,2887.89473684,2627.0,2534.70588235,2513.88235294,2427.61538462,2760.05263158,3611.5,3875.31578947,3787.26666667,3255.0,3136.47058824,3570.0,3898.10526316,2891.3125,2918.36842105,2876.73333333,2390.35294118,2048.70588235,2670.23076923,2970.26315789,0.0,66,0.0,2011.0,0.781005234026,1.948,0,119.0,175.963,289.7135
31,1.0,158,285.080469767,950.1875,1143.78947368,1063.33333333,1172.0,793.941176471,963.692307692,1130.84210526,1160.1875,1474.84210526,1393.0,1397.29411765,1076.94117647,1240.0,1477.57894737,1412.75,1839.47368421,1738.86666667,1607.41176471,1367.58823529,1529.84615385,1832.89473684,2032.625,2866.89473684,2630.4,2546.58823529,2438.23529412,2468.23076923,2801.15789474,3470.25,3767.31578947,3774.0,3257.11764706,3173.94117647,3653.07692308,3919.57894737,2759.375,2844.68421053,2901.46666667,2380.0,2136.70588235,2814.38461538,3001.68421053,0.0,66,0.0,2011.0,0.769302477816,1.53,0,119.0,175.963,289.7135
32,1.0,150,285.080469767,1024.5,1175.0,1070.93333333,1155.70588235,813.0,1042.23076923,1161.21052632,1246.5625,1493.73684211,1404.53333333,1394.76470588,1066.23529412,1357.53846154,1532.15789474,1525.75,1854.57894737,1775.4,1620.23529412,1349.94117647,1656.38461538,1904.26315789,2191.75,2917.89473684,2691.13333333,2565.88235294,2324.58823529,2543.30769231,2890.05263158,3851.1875,4076.73684211,4009.4,3353.0,3291.0,3902.76923077,4094.84210526,3102.375,3134.36842105,3136.6,2400.0,2313.70588235,3193.30769231,3217.42105263,0.0,66,0.0,2011.0,0.753064651691,0.674,0,119.0,175.963,289.7135
33,1.0,145,285.080469767,1017.8125,1185.63157895,1068.8,1150.52941176,782.529411765,1058.69230769,1147.52631579,1248.5625,1504.05263158,1394.26666667,1391.05882353,1056.82352941,1368.30769231,1514.36842105,1536.125,1851.15789474,1749.8,1628.70588235,1319.11764706,1663.53846154,1885.47368421,2186.4375,2888.10526316,2643.66666667,2555.23529412,2238.0,2547.23076923,2902.47368421,3974.0,4189.94736842,4078.13333333,3391.47058824,3296.64705882,3981.69230769,4163.36842105,3232.8125,3262.10526316,3207.06666667,2410.94117647,2339.11764706,3274.30769231,3331.36842105,0.0,66,0.0,2011.0,0.749894256321,0.169,0,119.0,175.963,289.7135
34,1.0,139,285.080469767,966.75,1172.73684211,1049.73333333,1105.70588235,764.411764706,1049.71428571,1107.31578947,1197.375,1474.31578947,1379.8,1352.35294118,1013.29411765,1319.35714286,1466.73684211,1488.125,1838.73684211,1740.46666667,1587.94117647,1282.70588235,1617.07142857,1821.47368421,2134.625,2851.94736842,2617.53333333,2500.70588235,2169.64705882,2495.42857143,2841.57894737,3919.9375,4139.94736842,4043.06666667,3294.35294118,3223.29411765,3945.5,4084.0,3130.375,3251.84210526,3175.33333333,2293.94117647,2242.52941176,3242.57142857,3209.84210526,0.0,66,0.0,2011.0,0.751366541952,0.01,0,119.0,175.963,289.7135
35,1.0,139,285.080469767,978.25,1194.73684211,1073.93333333,1091.35294118,759.176470588,1023.0,1121.42105263,1199.0,1488.0,1399.33333333,1324.88235294,993.882352941,1299.71428571,1462.31578947,1470.125,1847.42105263,1757.26666667,1540.94117647,1256.05882353,1580.14285714,1818.84210526,2093.9375,2853.63157895,2628.93333333,2460.70588235,2144.0,2429.92857143,2827.15789474,3880.125,4164.42105263,4038.26666667,3228.76470588,3191.47058824,3922.57142857,4078.26315789,3105.5,3266.10526316,3206.8,2230.82352941,2205.41176471,3206.14285714,3239.15789474,0.0,66,0.0,2011.0,0.749850462263,0.01,0,119.0,175.963,289.7135
36,1.0,141,285.080469767,972.0,1187.63157895,1064.06666667,1062.47058824,735.352941176,945.357142857,1085.57894737,1172.3125,1492.10526316,1383.06666667,1291.52941176,993.176470588,1203.71428571,1403.26315789,1454.8125,1859.31578947,1728.73333333,1522.17647059,1241.70588235,1458.28571429,1760.15789474,2088.6875,2848.31578947,2608.66666667,2457.17647059,2149.0,2304.71428571,2757.0,3874.125,4162.0,4062.26666667,3214.52941176,3157.82352941,3785.57142857,4026.15789474,3093.3125,3269.31578947,3233.33333333,2222.29411765,2158.94117647,3046.71428571,3136.42105263,0.0,66,0.0,2011.0,0.755138693981,0.01,0,119.0,175.963,289.7135
37,1.0,136,285.080469767,948.875,1171.36842105,1054.93333333,1054.88235294,696.882352941,852.0,1017.63157895,1157.6875,1484.42105263,1388.33333333,1299.11764706,954.588235294,1065.42857143,1320.42105263,1443.0625,1831.78947368,1721.0,1525.47058824,1218.35294118,1301.71428571,1655.10526316,2068.75,2840.78947368,2597.73333333,2466.11764706,2117.17647059,2094.78571429,2602.42105263,3867.375,4148.68421053,4061.86666667,3202.64705882,3008.82352941,3538.71428571,3875.15789474,3071.8125,3265.26315789,3244.8,2214.17647059,2000.76470588,2826.28571429,3007.15789474,0.0,65,0.0,2011.0,0.768085925649,1.954,0,119.0,175.963,289.7135
38,1.0,124,285.080469767,938.5,1175.89473684,1059.46666667,1047.94117647,689.470588235,811.642857143,991.157894737,1152.25,1479.0,1378.46666667,1296.70588235,952.647058824,1013.85714286,1299.15789474,1417.25,1847.31578947,1725.33333333,1530.76470588,1228.0,1243.78571429,1630.26315789,2045.25,2830.68421053,2608.33333333,2485.23529412,2174.29411765,1972.64285714,2542.84210526,3862.625,4166.0,4043.06666667,3216.17647059,2953.70588235,3441.42857143,3807.57894737,3057.0625,3259.21052632,3213.66666667,2228.94117647,1939.23529412,2707.5,2928.68421053,0.0,65,0.0,2011.0,0.777907030162,3.669,0,119.0,175.963,289.7135
